id,handle,created_at,text,cleaned_text
1141472495305928704,HurleyBurleyArt,2019-06-19 22:27:05,"RT @smnius: Have some WLWs (WooLooWoos) for #Pride!!
#PokemonSwordShield #Wooloo #WLW #PokemonDirect https://t.co/nDlJuyruML",wlws wooloowoos pridepokemonswordshield wooloo wlw pokemondirect
1141472403811385344,Kinz_Tea,2019-06-19 22:26:43,"RT @clivenzu: 🌼 Wooloo sticker giveaway 🌼
4 random winners will receive these Wooloo stickers✨

🌻To enter all you have to do is Follow + RT…",wooloo sticker giveaway random winners receive wooloo stickersto enter follow
1141472363097264129,PEACHYMARS,2019-06-19 22:26:33,RT @PEACHYMARS: I love Wooloo so much but you know what I love more? WOOLOO GIJINKAS https://t.co/yTWaYQLmjT,love wooloo much know love wooloo gijinkas
1141472269769814022,glyphomancer,2019-06-19 22:26:11,RT @silkmoths: weaver &amp; wooloo 🐑 https://t.co/LknjTuhMQU,weaver amp wooloo
1141472260647055362,DowninRatCity,2019-06-19 22:26:09,RT @anniebunie: wooloo with fluffy hair!! #PokemonSwordShield #Wooloo #ポケモン https://t.co/z8pnjC7ifp,wooloo fluffy hair pokemonswordshield wooloo
1141472171862188037,LlttleLunar,2019-06-19 22:25:47,RT @Xephia: A wooloo cloud ☁️🌱 https://t.co/WSmflXUuz2,wooloo cloud
1141471888545370116,lacyspaceycasey,2019-06-19 22:24:40,RT @chootalks: wooloo https://t.co/dXiCKgr5dB,wooloo
1141471886276255744,buncore,2019-06-19 22:24:39,RT @cysketch: 5 min wooloo https://t.co/A0GuoDmqE0,min wooloo
1141471501025193984,creativraindrop,2019-06-19 22:23:08,RT @cysketch: 5 min wooloo https://t.co/A0GuoDmqE0,min wooloo
1141471345282174976,mintychipstar,2019-06-19 22:22:30,"RT @mintychipstar: ""hey, you know the term wheelies to escape my feelies. Okay now please consider"" #Wooloo #PokemonSwordShield #wooloogang…",hey know term wheelies escape feelies okay please consider wooloo pokemonswordshield wooloogang
1141471307495817218,KRedpaw,2019-06-19 22:22:21,RT @moondropwitch: warm up sketch of a wooloo in a cute summer dress! https://t.co/sID6bRMX85,warm sketch wooloo cute summer dress
1141470994030309380,mrcatt217,2019-06-19 22:21:07,"RT @Pokemon: Wooloo is still cheering for you.

#PokemonSwordShield https://t.co/ORdMpGpndE",wooloo still cheering youpokemonswordshield
1141470967367028736,peachaku,2019-06-19 22:21:00,"RT @piningappIes: More outfits for my sheep girl Wooloo and a few for Gossifleur too! 
These were fun to make! I want to coordinate outfits…",outfits sheep girl wooloo gossifleur fun make want coordinate outfits
1141470897842393088,PaolaNiki1,2019-06-19 22:20:44,"RT @piningappIes: More outfits for my sheep girl Wooloo and a few for Gossifleur too! 
These were fun to make! I want to coordinate outfits…",outfits sheep girl wooloo gossifleur fun make want coordinate outfits
1141470842460807170,plate_vibes,2019-06-19 22:20:31,RT @PIXELYTE: WOOLOO BREEDS 💕 https://t.co/zwtzHnr8Em,wooloo breeds
1141470817034878976,seojohnnyy_,2019-06-19 22:20:24,"RT @piningappIes: More outfits for my sheep girl Wooloo and a few for Gossifleur too! 
These were fun to make! I want to coordinate outfits…",outfits sheep girl wooloo gossifleur fun make want coordinate outfits
1141470571487813633,LCHime,2019-06-19 22:19:26,RT @SerenitySama: Got some better-ish photos of the Wooloo stacking plush I have for pre-order in my shop! Free shipping on everything in t…,got betterish photos wooloo stacking plush preorder shop free shipping everything
1141470423915405313,IvyCSnow,2019-06-19 22:18:51,RT @moondropwitch: warm up sketch of a wooloo in a cute summer dress! https://t.co/sID6bRMX85,warm sketch wooloo cute summer dress
1141470292663046144,kisekish,2019-06-19 22:18:19,"RT @piningappIes: More outfits for my sheep girl Wooloo and a few for Gossifleur too! 
These were fun to make! I want to coordinate outfits…",outfits sheep girl wooloo gossifleur fun make want coordinate outfits
1141470212316733441,DonutGxy,2019-06-19 22:18:00,RT @Riwintari: Some wooloo gijinka kids I did a week or so ago AHAHA they’re such cute fluffs https://t.co/i17cs0jTS6,wooloo gijinka kids week ago ahaha theyre cute fluffs
1141469942077906944,joestar_jonas,2019-06-19 22:16:56,RT @silkmoths: weaver &amp; wooloo 🐑 https://t.co/LknjTuhMQU,weaver amp wooloo
1141469895219195906,fuzzydazzler,2019-06-19 22:16:45,im wooloo now,im wooloo
1141469830773710855,SonicStevenKiri,2019-06-19 22:16:29,"1. Dugtrio
2. Skarmory
3. Absol
4. Weavile
5. Bisharp
6. Talonflame
7. Torracat
8. Wooloo (because of course) https://t.co/1lrPz0Qnyi",dugtrio skarmory absol weavile bisharp talonflame torracat wooloo course
1141469782585167872,TsundereSenpai_,2019-06-19 22:16:18,RT @SerenitySama: Got some better-ish photos of the Wooloo stacking plush I have for pre-order in my shop! Free shipping on everything in t…,got betterish photos wooloo stacking plush preorder shop free shipping everything
1141469654109622280,Adorecutebunny2,2019-06-19 22:15:47,@Yani_draws Wooloo!!,draws wooloo
1141469536220340224,GamerBlessing,2019-06-19 22:15:19,"Don't mind me, officer, just coming back from Hoenn with my Wooloo https://t.co/PQ26XOj8AG",dont mind officer coming back hoenn wooloo
1141469359937921026,pastelgarbagee,2019-06-19 22:14:37,I've decided I'm going to crochet a wooloo and no one can stop me,ive decided im going crochet wooloo one stop
1141469224017125376,PokeTrainerCard,2019-06-19 22:14:05,"@Dannaws_ here you go, 𝔻𝕒𝕟𝕠𝕟𝕖🌈ʷᵒᵒˡᵒᵒ! https://t.co/0sC6JE4OUy",go
1141468915299540992,RosiePosieOlie,2019-06-19 22:12:51,"RT @piningappIes: More outfits for my sheep girl Wooloo and a few for Gossifleur too! 
These were fun to make! I want to coordinate outfits…",outfits sheep girl wooloo gossifleur fun make want coordinate outfits
1141468878498947074,Aroshitweets,2019-06-19 22:12:42,RT @cornhime: wooloo is the only thing on this planet that matters https://t.co/6e4UKUh96z,wooloo thing planet matters
1141468862178910209,adarntweets,2019-06-19 22:12:38,a wolf in #wooloo’s clothing 🔪 https://t.co/1krRv66rjq,wolf wooloos clothing
1141468848706600960,trendfeed_de,2019-06-19 22:12:35,"Don't mind me, officer, just coming back from Hoenn with my Wooloo https://t.co/POypnnmDKV https://t.co/TH5xkK2M00",dont mind officer coming back hoenn wooloo
1141468810937077765,rohoticist,2019-06-19 22:12:26,RT @silkmoths: weaver &amp; wooloo 🐑 https://t.co/LknjTuhMQU,weaver amp wooloo
1141468711813095425,meruod,2019-06-19 22:12:03,RT @cysketch: 5 min wooloo https://t.co/A0GuoDmqE0,min wooloo
1141468469000572928,terrafan_,2019-06-19 22:11:05,@yuesocie NP NO...I SEE ANILA AND WOOLOO AND IM LIKE THIS IS CAS TERRITORY,np noi see anila wooloo im like cas territory
1141468309801426944,_sayuriin,2019-06-19 22:10:27,RT @silkmoths: weaver &amp; wooloo 🐑 https://t.co/LknjTuhMQU,weaver amp wooloo
1141468245410689026,posiposer,2019-06-19 22:10:11,RT @silkmoths: weaver &amp; wooloo 🐑 https://t.co/LknjTuhMQU,weaver amp wooloo
1141468235402891264,katburger_nom,2019-06-19 22:10:09,RT @silkmoths: weaver &amp; wooloo 🐑 https://t.co/LknjTuhMQU,weaver amp wooloo
1141468127961735169,nintendo_fan209,2019-06-19 22:09:43,"@LumpyTouch * Rule 34 gets Wooloo *   I sleep
* Lumpy Makes a Wooloo animation * ASCENDED",rule gets wooloo sleep lumpy makes wooloo animation ascended
1141468081320943616,roget_k,2019-06-19 22:09:32,RT @silkmoths: weaver &amp; wooloo 🐑 https://t.co/LknjTuhMQU,weaver amp wooloo
1141467913267945474,vyctorian,2019-06-19 22:08:52,"RT @vyctorian: There's no mistakes in life, only Wooloo. Wooloo is always here for you.",theres mistakes life wooloo wooloo always
1141467686313967616,ApparentAngel,2019-06-19 22:07:58,RT @moondropwitch: warm up sketch of a wooloo in a cute summer dress! https://t.co/sID6bRMX85,warm sketch wooloo cute summer dress
1141467398475853826,x3Lielliax3,2019-06-19 22:06:49,"RT @clivenzu: 🌼 Wooloo sticker giveaway 🌼
4 random winners will receive these Wooloo stickers✨

🌻To enter all you have to do is Follow + RT…",wooloo sticker giveaway random winners receive wooloo stickersto enter follow
1141467390829637632,SerenitySama,2019-06-19 22:06:48,Got some better-ish photos of the Wooloo stacking plush I have for pre-order in my shop! Free shipping on everythin… https://t.co/lFI1VsrjEz,got betterish photos wooloo stacking plush preorder shop free shipping everythin
1141467387105087491,LazuSakuya,2019-06-19 22:06:47,RT @hana_khan_: to get me back into the speed of drawing and get used to my tablet after a break I drew a wooloo ❤️🐏 #PokemonSwordShield ht…,khan get back speed drawing get used tablet break drew wooloo pokemonswordshield ht
1141466962435936256,Kate_Dixie,2019-06-19 22:05:05,RT @silkmoths: weaver &amp; wooloo 🐑 https://t.co/LknjTuhMQU,weaver amp wooloo
1141466868336566273,inkybarracuda,2019-06-19 22:04:43,"RT @piningappIes: More outfits for my sheep girl Wooloo and a few for Gossifleur too! 
These were fun to make! I want to coordinate outfits…",outfits sheep girl wooloo gossifleur fun make want coordinate outfits
1141466017014718464,snailsqueeze,2019-06-19 22:01:20,RT @silkmoths: weaver &amp; wooloo 🐑 https://t.co/LknjTuhMQU,weaver amp wooloo
1141465667314561024,mattibee_arts,2019-06-19 21:59:57,RT @silkmoths: weaver &amp; wooloo 🐑 https://t.co/LknjTuhMQU,weaver amp wooloo
1141465663262920706,combee,2019-06-19 21:59:56,RT @vickisigh: i love wooloo so much ;v; 🐏💖 https://t.co/eVKeTp4sxa,love wooloo much v
1141465554810806274,koalanarchiste,2019-06-19 21:59:30,"RT @piningappIes: More outfits for my sheep girl Wooloo and a few for Gossifleur too! 
These were fun to make! I want to coordinate outfits…",outfits sheep girl wooloo gossifleur fun make want coordinate outfits
1141465417908719616,regularjersey,2019-06-19 21:58:57,RT @silkmoths: weaver &amp; wooloo 🐑 https://t.co/LknjTuhMQU,weaver amp wooloo
1141465404197527552,SuitedBeaver,2019-06-19 21:58:54,"RT @piningappIes: More outfits for my sheep girl Wooloo and a few for Gossifleur too! 
These were fun to make! I want to coordinate outfits…",outfits sheep girl wooloo gossifleur fun make want coordinate outfits
1141465340255309830,insomniafebril,2019-06-19 21:58:39,RT @silkmoths: weaver &amp; wooloo 🐑 https://t.co/LknjTuhMQU,weaver amp wooloo
1141465223548850177,bariumfox,2019-06-19 21:58:11,RT @silkmoths: weaver &amp; wooloo 🐑 https://t.co/LknjTuhMQU,weaver amp wooloo
1141464993604542465,HEXFAERYART,2019-06-19 21:57:16,RT @moondropwitch: warm up sketch of a wooloo in a cute summer dress! https://t.co/sID6bRMX85,warm sketch wooloo cute summer dress
1141464990722998272,caiabresebun,2019-06-19 21:57:15,RT @silkmoths: weaver &amp; wooloo 🐑 https://t.co/LknjTuhMQU,weaver amp wooloo
1141464971617787904,PeppermintPier,2019-06-19 21:57:11,RT @silkmoths: weaver &amp; wooloo 🐑 https://t.co/LknjTuhMQU,weaver amp wooloo
1141464904802738182,MrLiamRothwell,2019-06-19 21:56:55,1- venonat  2- shuckle 3-chimecho  4-skuntank 5- oshawott 6- mega amphros (if that counts) 7- mimikyu 8-wooloo (so… https://t.co/fV4lRa8XHD,venonat shuckle chimecho skuntank oshawott mega amphros counts mimikyu wooloo
1141464872611450883,kurxtokage,2019-06-19 21:56:47,"RT @piningappIes: More outfits for my sheep girl Wooloo and a few for Gossifleur too! 
These were fun to make! I want to coordinate outfits…",outfits sheep girl wooloo gossifleur fun make want coordinate outfits
1141464756718657542,silkmoths,2019-06-19 21:56:20,weaver &amp; wooloo 🐑 https://t.co/LknjTuhMQU,weaver amp wooloo
1141464720358162432,munchn__,2019-06-19 21:56:11,"RT @iamfixated: doodled a lil wooloo as a wind down from commissions!
#PokemonSwordShield https://t.co/F7EY3BTy4Q",doodled lil wooloo wind commissionspokemonswordshield
1141464415642050561,StarForce1981,2019-06-19 21:54:58,@HungrySohma Why is it that your drawings are so cute? I just wanna give that Wooloo a big ol’ hug and sink into the FLOOF!💖,drawings cute wanna give wooloo big ol hug sink floof
1141464356376522758,minmikyuu,2019-06-19 21:54:44,"RT @piningappIes: More outfits for my sheep girl Wooloo and a few for Gossifleur too! 
These were fun to make! I want to coordinate outfits…",outfits sheep girl wooloo gossifleur fun make want coordinate outfits
1141464310331453440,_eggroll,2019-06-19 21:54:33,"RT @clivenzu: 🌼 Wooloo sticker giveaway 🌼
4 random winners will receive these Wooloo stickers✨

🌻To enter all you have to do is Follow + RT…",wooloo sticker giveaway random winners receive wooloo stickersto enter follow
1141464287514378245,LeChaptor,2019-06-19 21:54:28,RT @chootalks: wooloo https://t.co/dXiCKgr5dB,wooloo
1141464098611367937,CallMeAriNS,2019-06-19 21:53:43,"RT @clivenzu: 🌼 Wooloo sticker giveaway 🌼
4 random winners will receive these Wooloo stickers✨

🌻To enter all you have to do is Follow + RT…",wooloo sticker giveaway random winners receive wooloo stickersto enter follow
1141463837692104705,exorbit_l,2019-06-19 21:52:40,"RT @piningappIes: More outfits for my sheep girl Wooloo and a few for Gossifleur too! 
These were fun to make! I want to coordinate outfits…",outfits sheep girl wooloo gossifleur fun make want coordinate outfits
1141463012798345217,MayorShicho,2019-06-19 21:49:24,"Bulbasaur
Croconaw
Skitty
Darkrai
Hydreigon
Hawlucha
Tie between Incineroar and Ribombee
Wooloo https://t.co/tlXkiFUfe2",bulbasaurcroconawskittydarkraihydreigonhawluchatie incineroar ribombeewooloo
1141462475230998533,renphro,2019-06-19 21:47:16,"RT @FeazMoo: Thought I could share some Touhou doodles I did in class / at work! Feat. Sakuya Izayoi, Wooloo, Kutaka Niwatari, and uhm... E…",thought could share touhou doodles class work feat sakuya izayoi wooloo kutaka niwatari uhm e
1141462081163747330,Jojocheck1,2019-06-19 21:45:42,RT @Wattereo2: The precious babby Wooloo from the upcoming Pokemon Sword and Shield games drawn in the Paper Mario: Thousand Year Door styl…,precious babby wooloo upcoming pokemon sword shield games drawn paper mario thousand year door styl
1141461785452716032,AniraHoshi,2019-06-19 21:44:31,Wooloo,wooloo
1141461509316341760,arcsein,2019-06-19 21:43:25,"RT @piningappIes: More outfits for my sheep girl Wooloo and a few for Gossifleur too! 
These were fun to make! I want to coordinate outfits…",outfits sheep girl wooloo gossifleur fun make want coordinate outfits
1141461444871036933,shaz1874,2019-06-19 21:43:10,RT @hana_khan_: to get me back into the speed of drawing and get used to my tablet after a break I drew a wooloo ❤️🐏 #PokemonSwordShield ht…,khan get back speed drawing get used tablet break drew wooloo pokemonswordshield ht
1141461152867598336,grandpunkalex,2019-06-19 21:42:00,RT @aleksadastra: best sheep will also be a keychain ☁️ I LOVE WOOLOO... SO MUCH... https://t.co/SuFhz1I2p3,best sheep also keychain love wooloo much
1141461035942944768,Dust1n_pls,2019-06-19 21:41:32,Wooloo’s Hoenn Variant😯 https://t.co/CNACsKBdY7,wooloos hoenn variant
1141460996676050944,JDesutoroiya,2019-06-19 21:41:23,"♪Beep Beep i'm a Eevee♪

😍Eevee Y Wooloo💖 https://t.co/1jS7D7IYVf",beep beep im eeveeeevee wooloo
1141460920650076162,bleuhillbitz,2019-06-19 21:41:05,"RT @meowwniz: wooloo !!

100% pure love 💞 https://t.co/Z1Sb7gWHuz",wooloo pure love
1141460885329702912,kasutaba,2019-06-19 21:40:57,"RT @piningappIes: More outfits for my sheep girl Wooloo and a few for Gossifleur too! 
These were fun to make! I want to coordinate outfits…",outfits sheep girl wooloo gossifleur fun make want coordinate outfits
1141460318641459200,Recarmdra,2019-06-19 21:38:41,RT @ririimon: 🐑 #Wooloo and some sleepy kids 💤 #PokemonSwordandShield https://t.co/heLZtA4lIN,wooloo sleepy kids pokemonswordandshield
1141460138508861440,Muskydragon,2019-06-19 21:37:58,"RT @Kekeflipnote: Happy Wooloo! 🐏✨
In french we call it Moumouton, it's litterally saying Sheesheep! https://t.co/y46vR333PO",happy wooloo french call moumouton litterally saying sheesheep
1141459390425227264,danielwhitcomb,2019-06-19 21:35:00,"Gym nothing, I'd run a Wooloo farm with a Yamper, a Sylveon, and Rowlet to help herd them and be generally cuddly..… https://t.co/w82dBrVCaN",gym nothing id run wooloo farm yamper sylveon rowlet help herd generally cuddly
1141459383186087936,RavenYoshi21,2019-06-19 21:34:58,@joonsdisciple_ It is a Wooloo. 👀,wooloo
1141459246472736769,joonsdisciple_,2019-06-19 21:34:26,@RavenYoshi21 Wait I’m sorry is that wooloo in your pfp. I stan.,wait im sorry wooloo pfp stan
1141459155041079301,viperness,2019-06-19 21:34:04,"RT @piningappIes: More outfits for my sheep girl Wooloo and a few for Gossifleur too! 
These were fun to make! I want to coordinate outfits…",outfits sheep girl wooloo gossifleur fun make want coordinate outfits
1141459120513585152,Pandalec,2019-06-19 21:33:56,"RT @milk4ppl: wooloo, impidimp and corviknight https://t.co/YoApZrPT4B",wooloo impidimp corviknight
1141459057016016898,Necrossion,2019-06-19 21:33:41,RT @PlatEonBlueNeon: Wooloo keeps rollin'... https://t.co/ryQUZj78d6,wooloo keeps rollin
1141458225419755520,peachy_leech,2019-06-19 21:30:22,RT @chootalks: wooloo https://t.co/dXiCKgr5dB,wooloo
1141457758174232576,wolfjaydenart,2019-06-19 21:28:31,"Took longer than I intended, but I finally finished this Wooloo skeleton! I'm really liking all of the new Pokemon… https://t.co/8loeZ1BwwK",took longer intended finally finished wooloo skeleton im really liking new pokemon
1141457721293541376,Nerdieo,2019-06-19 21:28:22,I LOVE IT OH MY GOD LOOK AT WOOLOO https://t.co/4NCpSs1Emg,love oh god look wooloo
1141457612510097408,GeneralVonLily,2019-06-19 21:27:56,RT @aleksadastra: best sheep will also be a keychain ☁️ I LOVE WOOLOO... SO MUCH... https://t.co/SuFhz1I2p3,best sheep also keychain love wooloo much
1141457474630946828,jewelmodele,2019-06-19 21:27:23,"RT @piningappIes: More outfits for my sheep girl Wooloo and a few for Gossifleur too! 
These were fun to make! I want to coordinate outfits…",outfits sheep girl wooloo gossifleur fun make want coordinate outfits
1141457322046308355,miig8r,2019-06-19 21:26:47,RT @Wattereo2: The precious babby Wooloo from the upcoming Pokemon Sword and Shield games drawn in the Paper Mario: Thousand Year Door styl…,precious babby wooloo upcoming pokemon sword shield games drawn paper mario thousand year door styl
1141457024712003584,aleksadastra,2019-06-19 21:25:36,best sheep will also be a keychain ☁️ I LOVE WOOLOO... SO MUCH... https://t.co/SuFhz1I2p3,best sheep also keychain love wooloo much
1141456048911507465,BabelClimber,2019-06-19 21:21:43,"RT @Pokemon: Wooloo is still cheering for you.

#PokemonSwordShield https://t.co/ORdMpGpndE",wooloo still cheering youpokemonswordshield
1141455530336165888,metalchocobo21,2019-06-19 21:19:40,"RT @Ginryuumaru: Wooloo is just sheepmon without bazooka

...And white https://t.co/8n1dD2Yra3",wooloo sheepmon without bazookaand white
